Name,Distance,Mass(KG),Meters,Gravity
TRAPPIST-1,039.6,1.6906499999999997e+30,59830199.99999999,31502.036731236825
2MASS J0523-1403,040.3,1.6906499999999997e+30,626130000.0,287.64081933855243
WISE 0855−0714,07.27,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
CoRoT-29 b,2495,1.6906499999999997e+30,626130000.0,287.64081933855243
